"CONNUM","CONFEC","CONDES","CONCLI","CONVEN","CONCANDEB","CONCANHAB","","","","","","","",""
"5853","20200826","100 VARILLAS 4","1499","0","400","0","","","","","","","",""
"5854","20200826","95 FRASCOS 500 ML $ 18.15","1499","0","1724.25","0","","","","","","","",""
"5855","20200826","95 GATILLOS $ 25.50","1499","0","2455.5","0","","","","","","","",""
"5856","20200826","4 CALCOS","1499","0","600","0","","","","","","","",""
"5857","20200826","10 GATILLOS 25.50","1499","0","255","0","","","","","","","",""
"5858","20200826","200 FRASCOS 13.65","1499","0","2730","0","","","","","","","",""
"5859","20200826","200 GATILLOS 25.50","1499","0","5100","0","","","","","","","",""
"5860","20200826","DSC, 7%","1882","0","0","885.6","","","","","","","",""
"5861","20200826","10 ENVASES 500 ML 18.15","1238","0","181.5","0","","","","","","","",""
"5862","20200827","FLETE","1238","0","84","0","","","","","","","",""
"5863","20200827","FLETE","1443","0","84","0","","","","","","","",""
"5864","20200827","FLETE","1471","0","84","0","","","","","","","",""
"5865","20200827","10 GATILLO $ 25.50","1443","0","255","0","","","","","","","",""
"5866","20200828","30 GATILLOS 25.50","1471","0","765","0","","","","","","","",""
"5867","20200828","15 ENVASES 125 ML $ 9.50","1471","0","142.5","0","","","","","","","",""
"5868","20200828","1 ETIQUETA","1471","0","100","0","","","","","","","",""
"5869","20200828","20 VARILLAS 4","1238","0","80","0","","","","","","","",""
"5870","20200828","5 ENV 125 ML 9.50","1443","0","47.5","0","","","","","","","",""
"5871","20200828","5 ENV 250 ML 13.65","1443","0","68.25","0","","","","","","","",""
"5872","20200828","5 ENV 500 ML 18.15","1443","0","90.15","0","","","","","","","",""
"5873","20200828","15 TAPAS 3.50","1443","0","52.5","0","","","","","","","",""
"5874","20200901","30 VARILLAS 4","1443","0","120","0","","","","","","","",""
"5875","20200903","10 ENV 500 ML 18.15","1238","0","181.5","0","","","","","","","",""
"5876","20200903","10 ENVASE 60 ML 11.90+11.70","1443","0","235","0","","","","","","","",""
"5877","20200904","FEDERADA","1238","0","3477","0","","","","","","","",""
"5878","20200904","FEDERADA","1471","0","3477","0","","","","","","","",""
"5879","20200904","FLETE NAHUEL","1238","0","1010","0","","","","","","","",""
"5880","20200904","FLETE NAHUEL","1443","0","735","0","","","","","","","",""
"5881","20200904","FLETE NAHUEL","1471","0","1316","0","","","","","","","",""
"5882","20200904","5 ENV 260 ML 13.65","1443","0","68.25","0","","","","","","","",""
"5883","20200904","5 ENV 500 ML 18.15","1443","0","90.15","0","","","","","","","",""
"5884","20200904","10  GATILLOS 25.50","1443","0","255","0","","","","","","","",""
"5885","20200907","SEGURO","1471","0","1669","0","","","","","","","",""
"5886","20200907","SEGURO","1238","0","685","0","","","","","","","",""
"5887","20200908","40 VARIILAS $ 4","1471","0","160","0","","","","","","","",""
"5888","20200908","FLETE LABIALES","1471","0","503","0","","","","","","","",""
"5889","20200908","10 ENVASES 9.50","1443","0","95","0","","","","","","","",""
"5890","20200908","5 ENV 1 LITRO 16.25","1443","0","81.25","0","","","","","","","",""
"5891","20200909","50 ENVASES 250 ML $ 16.10","1571","0","805","0","","","","","","","",""
"5892","20200909","50 GATILLOS 33.80","1571","0","1690","0","","","","","","","",""
"5893","20200909","12 VARILLAS $ 8","1571","0","96","0","","","","","","","",""
"5894","20200909","25 FRASCOS COMPLETOS 60 ML $ 23.60","1471","0","590","0","","","","","","","",""
"5895","20200910","5 ENVASE 500 ML 18.15","1443","0","90.5","0","","","","","","","",""
"5896","20200910","5 ENV 260 ML $ 13.65","1238","0","66","0","","","","","","","",""
"5897","20200910","10 ENV 500 ML 18.15","1238","0","181.5","0","","","","","","","",""
"5898","20200910","MOVISTAR","1238","0","1475.25","0","","","","","","","",""
"5899","20200910","MOVISTAR","1471","0","740","0","","","","","","","",""
"5900","20200911","5 ENV 260 ML 13.65","1443","0","68.25","0","","","","","","","",""
"5901","20200911","5 ENV 500 ML 18.15","1443","0","90.15","0","","","","","","","",""
"5902","20200914","18 ETIQUETAS BIDONES $ 2.25","1499","0","40.5","0","","","","","","","",""
"5903","20200914","46 ETIQUETAS PERFUMINAS $ 1.50","1499","0","69","0","","","","","","","",""
"5904","20200914","30 CORCHOS $ 5.60","1499","0","168","0","","","","","","","",""
"5905","20200914","10 ENV 260 ML $ 13.65","1443","0","136.5","0","","","","","","","",""
"5906","20200914","10 TAPAS 3.50","1443","0","35","0","","","","","","","",""
"5907","20200915","25 CALCOS","1238","0","37.5","0","","","","","","","",""
"5908","20200915","70 GATILLOS 25.50","1471","0","1785","0","","","","","","","",""
"5909","20200915","100 TRAPAS $ 3.50","1471","0","350","0","","","","","","","",""
"5910","20200915","15 ENVASE 125 ML $ 9.5","1471","0","142.5","0","","","","","","","",""
"5911","20200915","20 TAPAS 3.50","1238","0","70","0","","","","","","","",""
"5912","20200915","5 ENV 500 ML $ 18.15","1238","0","90.5","0","","","","","","","",""
"5913","20200915","3 BOMBAS CREMERA $ 25.66","1443","0","76.98","0","","","","","","","",""
"5914","20200915","5 GATILLOS 25.50","1443","0","127.5","0","","","","","","","",""
"5915","20200915","5 ENV 500 ML 18.15","1443","0","90.5","0","","","","","","","",""
"5916","20200915","5 TAPAS 3.5","1443","0","35","0","","","","","","","",""
"5917","20200915","20 ENVASES  260 ML $ 13.65","1729","0","273","0","","","","","","","",""
"5918","20200915","30 GATILLOS 25.50","1729","0","765","0","","","","","","","",""
"5919","20200915","FLETE PIEDRAS","1729","0","252","0","","","","","","","",""
"5920","20200915","FLETE PIEDRAS","1238","0","252","0","","","","","","","",""
"5921","20200915","FLETE PIEDRAS","1443","0","348","0","","","","","","","",""
"5922","20200915","FLETE PIEDRAS","1471","0","348","0","","","","","","","",""
"5923","20200917","20 TAPAS 3.50","1443","0","70","0","","","","","","","",""
"5924","20200917","10 GATILLOS 25.50","1443","0","255","0","","","","","","","",""
"5925","20200917","10 VARILLAS 4","1443","0","40","0","","","","","","","",""
"5926","20200917","10 ENVASES 260 ML 13.65","1443","0","136.5","0","","","","","","","",""
"5927","20200918","10 TAPAS 3.50","1443","0","35","0","","","","","","","",""
"5928","20200918","10 COCHOS $ 5.60","1443","0","56","0","","","","","","","",""
"5929","20200918","20 VARILLAS $ 4","1238","0","80","0","","","","","","","",""
"5930","20200921","1 CALCO","1443","0","150","0","","","","","","","",""
"5931","20200921","30 VARILLAS 4","1443","0","120","0","","","","","","","",""
"5932","20200921","5 FRASCOS 60 ML 23.60","1443","0","118","0","","","","","","","",""
"5933","20200921","10 ENVASES 500 ML $ 18.15","1238","0","181.5","0","","","","","","","",""
"5934","20200923","10 ENVASES 500 ML $ 18.15","1238","0","181.5","0","","","","","","","",""
"5935","20200924","20 TAPAS $ 3.50","1238","0","70","0","","","","","","","",""
"5936","20200924","5 ENV 500 ML 18.15","1238","0","90.75","0","","","","","","","",""
"5937","20200924","5 ENV 250 ML $ 13.65","1238","0","68.25","0","","","","","","","",""
"5938","20200925","80 ENVASES 250 ML 16.10","1278","0","1288","0","","","","","","","",""
"5939","20200925","80 GATILLOS $ 33.80","1278","0","2704","0","","","","","","","",""
"5940","20200925","80 ENVASES 500 ML $ 21.40","1278","0","1712","0","","","","","","","",""
"5941","20200925","80 GATILLOS  33.80","1278","0","2704","0","","","","","","","",""
"5942","20200925","100 ENVASES 500 ML 17.90","1278","0","1790","0","","","","","","","",""
"5943","20200925","30 CREMERAS 29.50","1278","0","885","0","","","","","","","",""
"5944","20200925","40 GATILLOS $ 25.50","1471","0","1020","0","","","","","","","",""
"5945","20200925","40 VARILLAS 4","1471","0","160","0","","","","","","","",""
"5946","20200925","5 ENV 250 ML $ 13.65","1443","0","68.25","0","","","","","","","",""
"5947","20200925","5 ENV 500 ML 18.15","1443","0","90.5","0","","","","","","","",""
"5948","20200925","20 TAPAS 3.50","1443","0","70","0","","","","","","","",""
"5949","20200925","5 ENV 125 ML $ 9.50","1238","0","47.5","0","","","","","","","",""
"5950","20200925","5 GATILLOS 25.50","1238","0","127.5","0","","","","","","","",""
"5951","20200925","5 ENV. 250 ML 13.65","1238","0","68.25","0","","","","","","","",""
"5952","20200929","10 ENV 260 ML 13.65","1443","0","136.5","0","","","","","","","",""
"5953","20200929","10 TAPAS 3.50","1443","0","35","0","","","","","","","",""
"5954","20200929","20 VARILLAS 4","1238","0","80","0","","","","","","","",""
"5955","20200930","10 ENV 500 ML $ 18.15","1238","0","181.5","0","","","","","","","",""
"5956","20200930","20 TAPAS 3.50","1238","0","70","0","","","","","","","",""
"5957","20201001","50 GATILLOS $ 33.80","1758","0","1690","0","","","","","","","",""
"5958","20201001","ERROR","1255","0","0","31347.89","","","","","","","",""
"5959","20201001","FEDERADA","1238","0","3477","0","","","","","","","",""
"5960","20201001","FEDERADA","1471","0","3477","0","","","","","","","",""
"5961","20201002","5 EBV 125 ML 9.50","1443","0","47.5","0","","","","","","","",""
"5962","20201002","5 ENV 260 ML 13.65","1443","0","66.5","0","","","","","","","",""
"5963","20201002","20 TAPAS 3.50","1443","0","70","0","","","","","","","",""
"5964","20201002","ETIQUETAS  75","1443","0","75","0","","","","","","","",""
"5965","20201002","ETIQUETAS","1238","0","75","0","","","","","","","",""
"5966","20201002","10 VARILLAS 4","1238","0","40","0","","","","","","","",""
"5967","20201005","200 ENV 260 ML $ 13.65","1471","0","2730","0","","","","","","","",""
"5968","20201005","100 VARILLAS 4","1499","0","400","0","","","","","","","",""
"5969","20201005","CALCOS GRANDES 75","1499","0","75","0","","","","","","","",""
"5970","20201005","CALCOS CHICOS 2 X 45","1499","0","90","0","","","","","","","",""
"5971","20201005","10 GATILLOS 25.50","1443","0","255","0","","","","","","","",""
"5972","20201005","50 ENVASES 16.10","1571","0","805","0","","","","","","","",""
"5973","20201005","50 GATILLOS 33.80","1571","0","1690","0","","","","","","","",""
"5974","20201006","10 FRASC 125 ML 9.50","1238","0","95","0","","","","","","","",""
"5975","20201006","10 GATILLO 25.50","1238","0","255","0","","","","","","","",""
"5976","20201006","10 FRASC 500 ML 18.15","1443","0","181.5","0","","","","","","","",""
"5977","20201006","10 TAPAS 3.50","1443","0","35","0","","","","","","","",""
"5978","20201007","50 FRASCOS 500 ML $ 17.90","1713","0","895","0","","","","","","","",""
"5979","20201007","50 GATILLOS $ 33.80","1713","0","1690","0","","","","","","","",""
"5980","20201007","30 FRASCOS 200 ML $ 16.10","1713","0","483","0","","","","","","","",""
"5981","20201007","30 CREMERA $ 29.50","1713","0","885","0","","","","","","","",""
"5982","20201007","150 FRASCOS 200 ML $ 16.10","1713","0","2415","0","","","","","","","",""
"5983","20201007","150 BOMBAS $ 16.30","1713","0","2445","0","","","","","","","",""
"5984","20201007","60 FRASCOS 60 ML $ 14","1713","0","840","0","","","","","","","",""
"5985","20201007","60 BOMBAS $ 14","1713","0","840","0","","","","","","","",""
"5986","20201007","30 FRASCOS 125 ML $ 11.20","1713","0","336","0","","","","","","","",""
"5987","20201007","30 ATOMIZADOR $ 14","1713","0","420","0","","","","","","","",""
"5988","20201007","40 GATILLOS 25.50","1471","0","1020","0","","","","","","","",""
"5989","20201007","20 VARILLLAS 4","1443","0","80","0","","","","","","","",""
"5990","20201008","ERROR","1735","0","0","2072.39","","","","","","","",""
"5991","20201009","SEGURO","1238","0","5571","0","","","","","","","",""
"5992","20201009","SEGURO","1471","0","1923","0","","","","","","","",""
"5993","20201009","DEUDA SEGURO","1471","0","400","0","","","","","","","",""
"5994","20201009","10 FRASCOS 500 ML 19.85","1238","0","198.5","0","","","","","","","",""
"5995","20201009","20 VARILLAS $ 5","1238","0","100","0","","","","","","","",""
"5996","20201009","10 ENVASES 125 ML 10.60","1443","0","106","0","","","","","","","",""
"5997","20201009","10 ENV 500 ML $ 19.35","1443","0","193.5","0","","","","","","","",""
"5998","20201009","10 ENV 260 ML 15.85","1443","0","158.5","0","","","","","","","",""
"5999","20201013","ERROR","399","0","0","26063.86","","","","","","","",""
"6000","20201013","ERROR","632","0","0","26063.86","","","","","","","",""
"6001","20201014","40 VARILLAS $ 5","1471","0","200","0","","","","","","","",""
"6002","20201014","100 TAPAS 4","1471","0","400","0","","","","","","","",""
"6003","20201014","95 FRASCOS $ 19.35","1471","0","1838.25","0","","","","","","","",""
"6004","20201014","15 ENVASES 125 ML 10.60","1471","0","159","0","","","","","","","",""
"6005","20201014","1 CANILLA 180","1471","0","180","0","","","","","","","",""
"6006","20201014","ETIQUETA","1471","0","75","0","","","","","","","",""
"6007","20201014","20 TAPAS 4","1238","0","80","0","","","","","","","",""
"6008","20201015","5 FRASCOS 500 ML 19.85","1238","0","99.25","0","","","","","","","",""
"6009","20201015","20 VARILLAS 4","1443","0","80","0","","","","","","","",""
"6010","20201016","10 FRASCOS 125 ML 10.60","1443","0","106","0","","","","","","","",""
"6011","20201016","10 FRASCOS 260 ML 15.85","1443","0","158.5","0","","","","","","","",""
"6012","20201016","10 FRASCOS 500 ML 19.35","1443","0","193.5","0","","","","","","","",""
"6013","20201016","50 TAPAS 4","1443","0","200","0","","","","","","","",""
"6014","20201016","FLETE NAHUEL","1238","0","370","0","","","","","","","",""
"6015","20201016","FLETE NAHUEL","1443","0","333","0","","","","","","","",""
"6016","20201016","FLETE NAHUEL","1471","0","740","0","","","","","","","",""
"6017","20201016","ETIQUETAS 75","1443","0","75","0","","","","","","","",""
"6018","20201016","ERROR","184","0","0","29976.53","","","","","","","",""
"6019","20201021","40 GATILLOS 28.50","1471","0","1140","0","","","","","","","",""
"6020","20201021","10 ENVASES 1 LIT  16.25","1471","0","162.5","0","","","","","","","",""
"6021","20201021","30 VARILLAS $ 4","1443","0","120","0","","","","","","","",""
"6022","20201021","1 ETIQUETA $ 45","1443","0","45","0","","","","","","","",""
"6023","20201021","ENVASES 500 ML 10 $ 19.95","1238","0","199.5","0","","","","","","","",""
"6024","20201023","5 ENV 260 ML15.85","1443","0","78.25","0","","","","","","","",""
"6025","20201023","5 ENVASES 500 ML 19.35","1443","0","96.25","0","","","","","","","",""
"6026","20201026","FEDERADA","1238","0","3477","0","","","","","","","",""
"6027","20201026","FEDERADA","1471","0","3477","0","","","","","","","",""
"6028","20201026","EQUIPOS","1729","0","5080.56","0","","","","","","","",""
"6029","20201026","FLETE EQUIPOS","1729","0","350","0","","","","","","","",""
"6030","20201026","20 VARILLAS 4","1238","0","80","0","","","","","","","",""
"6031","20201026","20 TAPAS 4","1238","0","80","0","","","","","","","",""
"6032","20201027","PERSONAL","1238","0","600","0","","","","","","","",""
"6033","20201027","PERSONAL","1471","0","600","0","","","","","","","",""
"6034","20201027","ETIQUETA 75","1881","0","75","0","","","","","","","",""
"6035","20201027","10 GATILLOS $ 28.50","1443","0","285","0","","","","","","","",""
"6036","20201030","10 ENVASES 60 ML COMPLETOS 26.40","1471","0","264","0","","","","","","","",""
"6037","20201030","1 CANILLA 180","1471","0","180","0","","","","","","","",""
"6038","20201030","10 ENVASE 125 ML 10.60","1443","0","106","0","","","","","","","",""
"6039","20201030","10 ENVASES 250 ML","1443","0","15.85","0","","","","","","","",""
"6039","20201030","10 ENVASES 250 ML","1443","0","158.5","0","","","","","","","",""
"6040","20201030","10 ENVASES 500 ML","1443","0","193.5","0","","","","","","","",""
"6041","20201103","1 ETIQUETA 75","1443","0","75","0","","","","","","","",""
"6042","20201103","20 FRASCOS 60 ML 13.20 ATOMIZAD,13.20.","1499","0","528","0","","","","","","","",""
"6043","20201103","20 ENVASES 125 ML C TAPA 14.60","1499","0","292","0","","","","","","","",""
"6044","20201103","100 CALCOS CHICOS 45","1499","0","45","0","","","","","","","",""
"6045","20201103","100 CALCOS GRANDES","1499","0","75","0","","","","","","","",""
"6046","20201103","30 CALCOS DE PEFUMINA","1499","0","50","0","","","","","","","",""
"6047","20201103","FLETE EQUIPOS","1238","0","36","0","","","","","","","",""
"6048","20201103","FLETE EQUIPOS","1443","0","36","0","","","","","","","",""
"6049","20201103","FLETE EQUIPOS","1471","0","72","0","","","","","","","",""
"6050","20201103","40 VARILLAS 5","1471","0","200","0","","","","","","","",""
"6051","20201103","20 ENVASES 125 ML 10.60","1471","0","212","0","","","","","","","",""
"6052","20201103","40 GATILLOS 28.50","1471","0","1140","0","","","","","","","",""
"6053","20201103","20 TAPAS 4","1471","0","80","0","","","","","","","",""
"6054","20201104","40 GATILLOS 38","1758","0","1520","0","","","","","","","",""
"6055","20201104","5 ENVASES 250 ML $ 15.85","1238","0","29.25","0","","","","","","","",""
"6056","20201105","FLETE","1896","0","800","0","","","","","","","",""
"6057","20201105","10 GATILLOS 28.50","1443","0","285","0","","","","","","","",""
"6058","20201105","10 CORCHOS 6","1443","0","60","0","","","","","","","",""
"6059","20201106","40 GATILLOS $ 28.50","1471","0","1140","0","","","","","","","",""
"6060","20201106","35 GATILLOS 28.50","1471","0","997.5","0","","","","","","","",""
"6061","20201106","35 FRASCOS 260 ML 15.85","1471","0","554.75","0","","","","","","","",""
"6062","20201106","6 PLANCHAS ETIQUETAS 75","1471","0","450","0","","","","","","","",""
